Age,Club,Club Logo,Flag,ID,Name,Nationality,Overall,Photo,Potential,Special,EUR_value,EUR_wage
29,Atalanta,https://cdn.sofifa.org/24/18/teams/39.png,https://cdn.sofifa.org/flags/52.png,143076,A. Gómez,Argentina,84,https://cdn.sofifa.org/48/18/players/143076.png,84,2013,31000000.0,60000.0
36,Athletic Club de Bilbao,https://cdn.sofifa.org/24/18/teams/448.png,https://cdn.sofifa.org/flags/45.png,106231,Aduriz,Spain,84,https://cdn.sofifa.org/48/18/players/106231.png,84,1987,11000000.0,38000.0
18,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,https://cdn.sofifa.org/flags/18.png,231747,K. Mbappé,France,83,https://cdn.sofifa.org/48/18/players/231747.png,94,2050,41500000.0,31000.0
20,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,https://cdn.sofifa.org/flags/18.png,231443,O. Dembélé,France,83,https://cdn.sofifa.org/48/18/players/231443.png,92,1969,40000000.0,150000.0
22,RB Leipzig,https://cdn.sofifa.org/24/18/teams/112172.png,https://cdn.sofifa.org/flags/118.png,220971,N. Keïta,Guinea,83,https://cdn.sofifa.org/48/18/players/220971.png,88,2055,34000000.0,68000.0
22,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,https://cdn.sofifa.org/flags/60.png,216460,J. Giménez,Uruguay,83,https://cdn.sofifa.org/48/18/players/216460.png,87,1760,28500000.0,53000.0
25,Real Sociedad,https://cdn.sofifa.org/24/18/teams/457.png,https://cdn.sofifa.org/flags/52.png,215316,G. Rulli,Argentina,83,https://cdn.sofifa.org/48/18/players/215316.png,89,1284,25500000.0,28000.0
21,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,https://cdn.sofifa.org/flags/18.png,213565,T. Lemar,France,83,https://cdn.sofifa.org/48/18/players/213565.png,91,2171,38500000.0,37000.0
24,Inter,https://cdn.sofifa.org/24/18/teams/44.png,https://cdn.sofifa.org/flags/38.png,212814,João Mário,Portugal,83,https://cdn.sofifa.org/48/18/players/212814.png,88,2098,34000000.0,70000.0
21,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/21.png,212190,N. Süle,Germany,83,https://cdn.sofifa.org/48/18/players/212190.png,89,1630,30500000.0,78000.0
23,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,https://cdn.sofifa.org/flags/54.png,210257,Ederson,Brazil,83,https://cdn.sofifa.org/48/18/players/210257.png,89,1320,26000000.0,87000.0
23,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,https://cdn.sofifa.org/flags/54.png,209499,Fabinho,Brazil,83,https://cdn.sofifa.org/48/18/players/209499.png,88,2114,29500000.0,37000.0
25,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,https://cdn.sofifa.org/flags/111.png,209331,M. Salah,Egypt,83,https://cdn.sofifa.org/48/18/players/209331.png,86,2032,32500000.0,135000.0
23,Torino,https://cdn.sofifa.org/24/18/teams/54.png,https://cdn.sofifa.org/flags/27.png,208596,A. Belotti,Italy,83,https://cdn.sofifa.org/48/18/players/208596.png,90,1935,37000000.0,58000.0
25,RB Leipzig,https://cdn.sofifa.org/24/18/teams/112172.png,https://cdn.sofifa.org/flags/46.png,208448,E. Forsberg,Sweden,83,https://cdn.sofifa.org/48/18/players/208448.png,85,1949,31500000.0,75000.0
23,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,https://cdn.sofifa.org/flags/54.png,207865,Marquinhos,Brazil,83,https://cdn.sofifa.org/48/18/players/207865.png,89,1869,30500000.0,75000.0
25,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,https://cdn.sofifa.org/flags/38.png,207566,William Carvalho,Portugal,83,https://cdn.sofifa.org/48/18/players/207566.png,86,1967,27500000.0,21000.0
23,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,https://cdn.sofifa.org/flags/18.png,205600,S. Umtiti,France,83,https://cdn.sofifa.org/48/18/players/205600.png,88,2109,29500000.0,135000.0
26,Leicester City,https://cdn.sofifa.org/24/18/teams/95.png,https://cdn.sofifa.org/flags/97.png,204485,R. Mahrez,Algeria,83,https://cdn.sofifa.org/48/18/players/204485.png,84,1935,30500000.0,88000.0
25,Southampton,https://cdn.sofifa.org/24/18/teams/17.png,https://cdn.sofifa.org/flags/34.png,203376,V. van Dijk,Netherlands,83,https://cdn.sofifa.org/48/18/players/203376.png,86,2011,27500000.0,89000.0
25,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,https://cdn.sofifa.org/flags/54.png,201942,Roberto Firmino,Brazil,83,https://cdn.sofifa.org/48/18/players/201942.png,87,2101,34000000.0,135000.0
25,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,https://cdn.sofifa.org/flags/38.png,200888,Danilo Pereira,Portugal,83,https://cdn.sofifa.org/48/18/players/200888.png,86,2029,27500000.0,18000.0
27,UD Las Palmas,https://cdn.sofifa.org/24/18/teams/472.png,https://cdn.sofifa.org/flags/45.png,199715,Vitolo,Spain,83,https://cdn.sofifa.org/48/18/players/199715.png,83,1983,27000000.0,68000.0
26,Olympique Lyonnais,https://cdn.sofifa.org/24/18/teams/66.png,https://cdn.sofifa.org/flags/38.png,199482,A. Lopes,Portugal,83,https://cdn.sofifa.org/48/18/players/199482.png,86,1317,22500000.0,60000.0
25,Lazio,https://cdn.sofifa.org/24/18/teams/46.png,https://cdn.sofifa.org/flags/34.png,198176,S. de Vrij,Netherlands,83,https://cdn.sofifa.org/48/18/players/198176.png,88,1783,29000000.0,56000.0
24,Genoa,https://cdn.sofifa.org/24/18/teams/110556.png,https://cdn.sofifa.org/flags/27.png,198009,M. Perin,Italy,83,https://cdn.sofifa.org/48/18/players/198009.png,88,1246,25000000.0,28000.0
25,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,https://cdn.sofifa.org/flags/103.png,197061,J. Matip,Cameroon,83,https://cdn.sofifa.org/48/18/players/197061.png,85,1884,26500000.0,110000.0
27,Everton,https://cdn.sofifa.org/24/18/teams/7.png,https://cdn.sofifa.org/flags/136.png,193474,I. Gueye,Senegal,83,https://cdn.sofifa.org/48/18/players/193474.png,84,2045,24500000.0,115000.0
29,RC Celta de Vigo,https://cdn.sofifa.org/24/18/teams/450.png,https://cdn.sofifa.org/flags/45.png,192629,Iago Aspas,Spain,83,https://cdn.sofifa.org/48/18/players/192629.png,83,2012,26000000.0,39000.0
27,Lazio,https://cdn.sofifa.org/24/18/teams/46.png,https://cdn.sofifa.org/flags/27.png,192387,C. Immobile,Italy,83,https://cdn.sofifa.org/48/18/players/192387.png,84,1968,30500000.0,70000.0
29,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,https://cdn.sofifa.org/flags/52.png,192366,N. Otamendi,Argentina,83,https://cdn.sofifa.org/48/18/players/192366.png,83,1886,20000000.0,140000.0
28,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/51.png,191202,N. Mati?,Serbia,83,https://cdn.sofifa.org/48/18/players/191202.png,83,2120,21000000.0,140000.0
28,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,https://cdn.sofifa.org/flags/52.png,191180,J. Pastore,Argentina,83,https://cdn.sofifa.org/48/18/players/191180.png,83,2066,25500000.0,100000.0
28,Valencia CF,https://cdn.sofifa.org/24/18/teams/461.png,https://cdn.sofifa.org/flags/45.png,189513,Parejo,Spain,83,https://cdn.sofifa.org/48/18/players/189513.png,83,2089,25500000.0,45000.0
28,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,https://cdn.sofifa.org/flags/163.png,189358,S. Kagawa,Japan,83,https://cdn.sofifa.org/48/18/players/189358.png,83,1874,26000000.0,75000.0
27,Milan,https://cdn.sofifa.org/24/18/teams/47.png,https://cdn.sofifa.org/flags/27.png,189125,G. Bonaventura,Italy,83,https://cdn.sofifa.org/48/18/players/189125.png,83,2197,26500000.0,115000.0
28,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,https://cdn.sofifa.org/flags/34.png,189068,B. Dost,Netherlands,83,https://cdn.sofifa.org/48/18/players/189068.png,83,1809,27000000.0,28000.0
27,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,https://cdn.sofifa.org/flags/14.png,188377,K. Walker,England,83,https://cdn.sofifa.org/48/18/players/188377.png,84,2164,24000000.0,130000.0
25,,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/flags/54.png,188152,Oscar,Brazil,83,https://cdn.sofifa.org/48/18/players/188152.png,86,1961,0.0,0.0
28,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,https://cdn.sofifa.org/flags/18.png,187936,S. N'Zonzi,France,83,https://cdn.sofifa.org/48/18/players/187936.png,83,2032,21000000.0,25000.0
26,Milan,https://cdn.sofifa.org/24/18/teams/47.png,https://cdn.sofifa.org/flags/52.png,186547,M. Musacchio,Argentina,83,https://cdn.sofifa.org/48/18/players/186547.png,86,1917,27000000.0,105000.0
27,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,https://cdn.sofifa.org/flags/48.png,185239,O. Toprak,Turkey,83,https://cdn.sofifa.org/48/18/players/185239.png,84,1864,24500000.0,66000.0
30,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,https://cdn.sofifa.org/flags/45.png,185020,José Callejón,Spain,83,https://cdn.sofifa.org/48/18/players/185020.png,83,1987,24500000.0,87000.0
28,,https://cdn.sofifa.org/flags/38.png,https://cdn.sofifa.org/flags/38.png,184826,Adrien Silva,Portugal,83,https://cdn.sofifa.org/48/18/players/184826.png,83,2174,0.0,0.0
30,Toronto FC,https://cdn.sofifa.org/24/18/teams/111651.png,https://cdn.sofifa.org/flags/27.png,184431,S. Giovinco,Italy,83,https://cdn.sofifa.org/48/18/players/184431.png,83,1961,25000000.0,15000.0
29,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,https://cdn.sofifa.org/flags/52.png,184144,N. Gaitán,Argentina,83,https://cdn.sofifa.org/48/18/players/184144.png,83,2006,25500000.0,70000.0
31,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,https://cdn.sofifa.org/flags/10.png,181783,M. Mandžuki?,Croatia,83,https://cdn.sofifa.org/48/18/players/181783.png,83,2104,23500000.0,135000.0
29,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,https://cdn.sofifa.org/flags/14.png,180819,A. Lallana,England,83,https://cdn.sofifa.org/48/18/players/180819.png,83,2141,25000000.0,135000.0
29,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,https://cdn.sofifa.org/flags/21.png,179784,B. Höwedes,Germany,83,https://cdn.sofifa.org/48/18/players/179784.png,83,1862,20000000.0,50000.0
29,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,https://cdn.sofifa.org/flags/52.png,178562,E. Banega,Argentina,83,https://cdn.sofifa.org/48/18/players/178562.png,83,2086,25500000.0,27000.0
29,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,https://cdn.sofifa.org/flags/38.png,178005,Rui Patrício,Portugal,83,https://cdn.sofifa.org/48/18/players/178005.png,83,1350,17500000.0,19000.0
28,Borussia Mönchengladbach,https://cdn.sofifa.org/24/18/teams/23.png,https://cdn.sofifa.org/flags/47.png,177683,Y. Sommer,Switzerland,83,https://cdn.sofifa.org/48/18/players/177683.png,84,1299,21000000.0,39000.0
27,Everton,https://cdn.sofifa.org/24/18/teams/7.png,https://cdn.sofifa.org/flags/18.png,177358,M. Schneiderlin,France,83,https://cdn.sofifa.org/48/18/players/177358.png,85,2078,25500000.0,115000.0
33,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,https://cdn.sofifa.org/flags/54.png,176769,Jonas,Brazil,83,https://cdn.sofifa.org/48/18/players/176769.png,83,2006,16500000.0,21000.0
30,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,https://cdn.sofifa.org/flags/18.png,176600,K. Gameiro,France,83,https://cdn.sofifa.org/48/18/players/176600.png,83,2040,25000000.0,73000.0
32,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,https://cdn.sofifa.org/flags/37.png,173771,L. Piszczek,Poland,83,https://cdn.sofifa.org/48/18/players/173771.png,83,2143,14500000.0,66000.0
30,Valencia CF,https://cdn.sofifa.org/24/18/teams/461.png,https://cdn.sofifa.org/flags/52.png,170481,E. Garay,Argentina,83,https://cdn.sofifa.org/48/18/players/170481.png,83,1952,19000000.0,40000.0
31,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/57.png,167905,A. Valencia,Ecuador,83,https://cdn.sofifa.org/48/18/players/167905.png,83,2185,17000000.0,130000.0
30,Leicester City,https://cdn.sofifa.org/24/18/teams/95.png,https://cdn.sofifa.org/flags/13.png,163587,K. Schmeichel,Denmark,83,https://cdn.sofifa.org/48/18/players/163587.png,84,1355,19000000.0,65000.0
29,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/7.png,162240,M. Dembélé,Belgium,83,https://cdn.sofifa.org/48/18/players/162240.png,83,2186,25000000.0,115000.0
32,Inter,https://cdn.sofifa.org/24/18/teams/44.png,https://cdn.sofifa.org/flags/45.png,161956,Borja Valero,Spain,83,https://cdn.sofifa.org/48/18/players/161956.png,83,2089,20000000.0,80000.0
31,AS Saint-Étienne,https://cdn.sofifa.org/24/18/teams/1819.png,https://cdn.sofifa.org/flags/18.png,159147,L. Perrin,France,83,https://cdn.sofifa.org/48/18/players/159147.png,83,2046,17500000.0,46000.0
31,Milan,https://cdn.sofifa.org/24/18/teams/47.png,https://cdn.sofifa.org/flags/52.png,158963,L. Biglia,Argentina,83,https://cdn.sofifa.org/48/18/players/158963.png,83,2129,17500000.0,105000.0
32,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,https://cdn.sofifa.org/flags/45.png,146760,Juanfran,Spain,83,https://cdn.sofifa.org/48/18/players/146760.png,83,2080,14500000.0,62000.0
35,RCD Espanyol,https://cdn.sofifa.org/24/18/teams/452.png,https://cdn.sofifa.org/flags/45.png,146748,Diego López,Spain,83,https://cdn.sofifa.org/48/18/players/146748.png,83,1200,6000000.0,19000.0
32,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,https://cdn.sofifa.org/flags/45.png,146562,Santi Cazorla,Spain,83,https://cdn.sofifa.org/48/18/players/146562.png,83,2120,19500000.0,130000.0
33,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,https://cdn.sofifa.org/flags/52.png,142754,J. Mascherano,Argentina,83,https://cdn.sofifa.org/48/18/players/142754.png,83,1984,10500000.0,155000.0
33,OGC Nice,https://cdn.sofifa.org/24/18/teams/72.png,https://cdn.sofifa.org/flags/34.png,139869,W. Sneijder,Netherlands,83,https://cdn.sofifa.org/48/18/players/139869.png,83,1976,15500000.0,47000.0
30,Lazio,https://cdn.sofifa.org/24/18/teams/46.png,https://cdn.sofifa.org/flags/38.png,139068,Nani,Portugal,83,https://cdn.sofifa.org/48/18/players/139068.png,83,1949,24500000.0,47000.0
33,Roma,https://cdn.sofifa.org/24/18/teams/52.png,https://cdn.sofifa.org/flags/27.png,53302,D. De Rossi,Italy,83,https://cdn.sofifa.org/48/18/players/53302.png,83,2115,10500000.0,73000.0
34,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,https://cdn.sofifa.org/flags/45.png,24630,José Reina,Spain,83,https://cdn.sofifa.org/48/18/players/24630.png,83,1291,10500000.0,59000.0
33,Be?ikta? JK,https://cdn.sofifa.org/24/18/teams/327.png,https://cdn.sofifa.org/flags/38.png,20775,Quaresma,Portugal,83,https://cdn.sofifa.org/48/18/players/20775.png,83,1962,15500000.0,67000.0
34,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,https://cdn.sofifa.org/flags/108.png,20289,Y. Touré,Ivory Coast,83,https://cdn.sofifa.org/48/18/players/20289.png,83,2161,12500000.0,145000.0
36,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,https://cdn.sofifa.org/flags/45.png,5479,Casillas,Spain,83,https://cdn.sofifa.org/48/18/players/5479.png,83,1293,3500000.0,10000.0
18,Milan,https://cdn.sofifa.org/24/18/teams/47.png,https://cdn.sofifa.org/flags/27.png,230621,G. Donnarumma,Italy,82,https://cdn.sofifa.org/48/18/players/230621.png,94,1266,28500000.0,35000.0
21,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,https://cdn.sofifa.org/flags/21.png,222492,L. Sané,Germany,82,https://cdn.sofifa.org/48/18/players/222492.png,91,2001,34500000.0,125000.0
22,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/18.png,219809,T. Bakayoko,France,82,https://cdn.sofifa.org/48/18/players/219809.png,88,1973,26000000.0,105000.0
22,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/18.png,219683,C. Tolisso,France,82,https://cdn.sofifa.org/48/18/players/219683.png,89,2205,30500000.0,98000.0
29,Leicester City,https://cdn.sofifa.org/24/18/teams/95.png,https://cdn.sofifa.org/flags/97.png,217699,I. Slimani,Algeria,82,https://cdn.sofifa.org/48/18/players/217699.png,82,1988,22000000.0,100000.0
23,Olympique Lyonnais,https://cdn.sofifa.org/24/18/teams/66.png,https://cdn.sofifa.org/flags/18.png,216594,N. Fekir,France,82,https://cdn.sofifa.org/48/18/players/216594.png,85,2011,28000000.0,70000.0
25,OGC Nice,https://cdn.sofifa.org/24/18/teams/72.png,https://cdn.sofifa.org/flags/108.png,216451,J. Seri,Ivory Coast,82,https://cdn.sofifa.org/48/18/players/216451.png,83,2178,26000000.0,45000.0
22,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,https://cdn.sofifa.org/flags/136.png,215785,K. Baldé Diao,Senegal,82,https://cdn.sofifa.org/48/18/players/215785.png,90,1929,32500000.0,46000.0
21,Bayer 04 Leverkusen,https://cdn.sofifa.org/24/18/teams/32.png,https://cdn.sofifa.org/flags/21.png,213331,J. Tah,Germany,82,https://cdn.sofifa.org/48/18/players/213331.png,88,1651,26000000.0,47000.0
23,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,https://cdn.sofifa.org/flags/27.png,212404,F. Bernardeschi,Italy,82,https://cdn.sofifa.org/48/18/players/212404.png,88,1995,30500000.0,110000.0
21,RB Leipzig,https://cdn.sofifa.org/24/18/teams/112172.png,https://cdn.sofifa.org/flags/21.png,212188,T. Werner,Germany,82,https://cdn.sofifa.org/48/18/players/212188.png,87,1901,30500000.0,68000.0
23,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,https://cdn.sofifa.org/flags/38.png,211575,André Gomes,Portugal,82,https://cdn.sofifa.org/48/18/players/211575.png,88,2087,30000000.0,150000.0
21,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/18.png,211300,A. Martial,France,82,https://cdn.sofifa.org/48/18/players/211300.png,90,2051,33000000.0,115000.0
22,FC Schalke 04,https://cdn.sofifa.org/24/18/teams/34.png,https://cdn.sofifa.org/flags/21.png,209658,L. Goretzka,Germany,82,https://cdn.sofifa.org/48/18/players/209658.png,88,2198,30000000.0,46000.0
25,Spartak Moscow,https://cdn.sofifa.org/24/18/teams/100767.png,https://cdn.sofifa.org/flags/34.png,208808,Q. Promes,Netherlands,82,https://cdn.sofifa.org/48/18/players/208808.png,85,2002,28000000.0,76000.0
26,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,https://cdn.sofifa.org/flags/45.png,208618,Lucas Vázquez,Spain,82,https://cdn.sofifa.org/48/18/players/208618.png,83,2005,26000000.0,185000.0
22,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,https://cdn.sofifa.org/flags/45.png,208421,Saúl,Spain,82,https://cdn.sofifa.org/48/18/players/208421.png,90,2092,32000000.0,59000.0
28,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,https://cdn.sofifa.org/flags/54.png,207863,Felipe,Brazil,82,https://cdn.sofifa.org/48/18/players/207863.png,82,1799,18000000.0,20000.0
30,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,https://cdn.sofifa.org/flags/56.png,207664,C. Bacca,Colombia,82,https://cdn.sofifa.org/48/18/players/207664.png,82,1872,21500000.0,125000.0
28,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,https://cdn.sofifa.org/flags/27.png,207471,F. Vázquez,Italy,82,https://cdn.sofifa.org/48/18/players/207471.png,82,1992,22500000.0,27000.0
23,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,https://cdn.sofifa.org/flags/10.png,207410,M. Kova?i?,Croatia,82,https://cdn.sofifa.org/48/18/players/207410.png,88,2054,30000000.0,150000.0
23,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,https://cdn.sofifa.org/flags/45.png,206652,Sergio Rico,Spain,82,https://cdn.sofifa.org/48/18/players/206652.png,87,1225,21500000.0,16000.0
25,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,https://cdn.sofifa.org/flags/45.png,206545,Manu Trigueros,Spain,82,https://cdn.sofifa.org/48/18/players/206545.png,85,2117,27500000.0,43000.0
24,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/21.png,205452,A. Rüdiger,Germany,82,https://cdn.sofifa.org/48/18/players/205452.png,86,1838,24500000.0,105000.0
24,Olympique de Marseille,https://cdn.sofifa.org/24/18/teams/219.png,https://cdn.sofifa.org/flags/18.png,204970,F. Thauvin,France,82,https://cdn.sofifa.org/48/18/players/204970.png,85,1966,28000000.0,40000.0
26,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,https://cdn.sofifa.org/flags/15.png,204639,S. Savi?,Montenegro,82,https://cdn.sofifa.org/48/18/players/204639.png,86,1692,24000000.0,62000.0
26,Real Sociedad,https://cdn.sofifa.org/24/18/teams/457.png,https://cdn.sofifa.org/flags/45.png,204525,Iñigo Martínez,Spain,82,https://cdn.sofifa.org/48/18/players/204525.png,86,1961,24000000.0,37000.0
28,Swansea City,https://cdn.sofifa.org/24/18/teams/1960.png,https://cdn.sofifa.org/flags/45.png,204277,Roque Mesa,Spain,82,https://cdn.sofifa.org/48/18/players/204277.png,82,2009,18000000.0,85000.0
